date,start time,end time,mouse ID,level,go\no-go,stim index,stim name,score,licks_time
2025-08-14,17:09:55.226894,17:09:57.053113,0007DECB4A,habituation,go,1,1,hit,"['17:09:55.474064', '17:09:55.634791', '17:09:55.875579', '17:09:56.116377', '17:09:56.437233']"
2025-08-14,17:10:24.142207,17:10:25.164378,0007DECB4A,habituation,go,1,1,hit,"['17:10:24.305519', '17:10:24.546365']"
2025-08-14,17:10:29.360279,17:10:32.426540,0007DECB4A,habituation,go,1,1,miss,[]
2025-08-14,17:11:57.495330,17:11:58.772524,0007DECB4A,habituation,go,1,1,hit,"['17:11:57.899100', '17:11:58.140453']"
2025-08-14,17:12:00.794726,17:12:03.941706,0007DECB4A,habituation,go,1,1,miss,['17:12:03.280389']
2025-08-14,17:17:25.526531,17:17:26.799783,0007DECB4A,L1,go,1,2,hit,"['17:17:25.851005', '17:17:26.171936']"
2025-08-14,17:18:36.755907,17:18:37.879156,0007DEC04C,L1,go,1,2,hit,"['17:18:36.999274', '17:18:37.240076']"
2025-08-14,17:18:42.155871,17:18:43.127938,0007DEC04C,L1,go,1,2,hit,"['17:18:42.240757', '17:18:42.481526']"
2025-08-14,17:18:47.313603,17:18:48.484774,0007DECB4A,L1,go,1,2,hit,"['17:18:47.637042', '17:18:47.877846']"
2025-08-14,17:18:54.838785,17:18:57.908460,0007DECB4A,L1,go,1,2,miss,['17:18:57.007027']
2025-08-14,17:19:55.351161,17:19:58.420882,0007DECB4A,L1,no-go,2,4,cr,"['17:19:56.396079', '17:19:57.357602', '17:19:57.598445', '17:19:57.759179']"
2025-08-14,18:02:26.212336,18:02:27.736172,0007DECB4A,L1,go,1,2,hit,"['18:02:26.376711', '18:02:26.537487', '18:02:26.778306', '18:02:26.939045', '18:02:27.099798']"
2025-08-14,18:04:01.353484,18:04:03.677337,0007DECB4A,L1,go,1,2,hit,"['18:04:02.077886', '18:04:02.318737', '18:04:02.559547', '18:04:02.800367', '18:04:03.041150']"
2025-08-14,18:08:28.487363,18:08:36.152648,0007DECB4A,L1,no-go,2,4,fa,"['18:08:28.811324', '18:08:29.052135', '18:08:29.212909', '18:08:29.373626', '18:08:29.534330']"
