date,start time,end time,mouse ID,level,go\no-go,stim index,stim name,score,licks_time
2025-08-18,14:47:36.396347,14:47:44.464392,0007DECB4A,L1,no-go,2,4,fa,"['14:47:36.962867', '14:47:37.283816', '14:47:37.444655', '14:47:37.685529', '14:47:37.846269']"
2025-08-18,14:47:49.338874,14:47:57.893336,0007DECB4A,L1,no-go,2,4,fa,"['14:47:50.303100', '14:47:50.624016', '14:47:50.784779', '14:47:51.105655', '14:47:51.266385']"
2025-08-18,14:48:03.346307,14:48:06.412622,0007DECB4A,L1,no-go,2,4,cr,[]
2025-08-18,14:48:09.942731,14:48:13.009535,0007DECB4A,L1,no-go,2,4,cr,[]
2025-08-18,14:48:18.000676,14:48:21.068894,0007DECB4A,L1,no-go,2,4,cr,[]
2025-08-18,14:48:23.616688,14:48:25.546444,0007DECB4A,L1,go,1,2,hit,"['14:48:24.104784', '14:48:24.265509', '14:48:24.586296', '14:48:24.746979', '14:48:24.907668']"
2025-08-18,14:50:09.503914,14:50:11.877233,0007DECB4A,habituation,go,1,1,hit,"['14:50:10.467290', '14:50:10.788007', '14:50:10.948592', '14:50:11.109164', '14:50:11.269746']"
2025-08-18,14:50:43.166881,14:50:44.189071,0007DECB4A,habituation,go,1,1,hit,['14:50:43.570553']
2025-08-18,14:50:49.511000,14:50:51.283770,0007DECB4A,habituation,go,1,1,hit,['14:50:50.635264']
2025-08-18,14:50:55.228568,14:50:57.403535,0007DECB4A,habituation,go,1,1,hit,['14:50:56.753760']
2025-08-18,14:51:05.297829,14:51:06.670003,0007DECB4A,habituation,go,1,1,hit,['14:51:06.021534']
2025-08-18,14:51:16.253904,14:51:17.176325,0007DECB4A,habituation,go,1,1,hit,['14:51:16.496952']
2025-08-18,14:51:21.869217,14:51:22.841066,0007DECB4A,habituation,go,1,1,hit,['14:51:22.194651']
