date,start time,end time,mouse ID,level,go\no-go,stim index,stim name,score,licks_time
2025-09-17,16:33:36.205803,16:33:40.241039,0007DECB4A,habituation,go,1,1,miss,[]
2025-09-17,16:33:51.799997,16:33:55.030449,0007DECB4A,habituation,go,1,1,hit,"['16:33:52.851177', '16:33:53.092105', '16:33:53.333563', '16:33:54.135786', '16:33:54.378965']"
2025-09-17,16:34:15.783542,16:34:19.666460,0007DECB4A,habituation,go,1,1,hit,"['16:34:18.197107', '16:34:18.358910', '16:34:18.680761', '16:34:18.841816', '16:34:19.002878']"
2025-09-17,16:35:13.766723,16:35:17.804112,0007DECB4A,habituation,go,1,1,miss,[]
2025-09-17,16:35:20.207081,16:35:22.733416,0007DECB4A,habituation,go,1,1,hit,"['16:35:21.414921', '16:35:21.576263', '16:35:21.737850', '16:35:21.898621', '16:35:22.061194']"
2025-09-17,16:41:35.557801,16:41:39.604470,0007DECB4A,habituation,go,1,1,hit,"['16:41:38.123135', '16:41:38.363841', '16:41:38.604549', '16:41:38.765267', '16:41:39.006052']"
2025-09-17,16:41:41.950017,16:41:45.322617,0007DECB4A,habituation,go,1,1,hit,"['16:41:43.713763', '16:41:43.954498', '16:41:44.115212', '16:41:44.516144', '16:41:44.676792']"
2025-09-17,16:42:14.926621,16:42:18.954474,0007DECB4A,habituation,go,1,1,miss,[]
2025-09-17,16:42:26.207229,16:42:28.480099,0007DECB4A,habituation,go,1,1,hit,"['16:42:26.770864', '16:42:27.251789', '16:42:27.412410', '16:42:27.573174', '16:42:27.813961']"
2025-09-17,16:42:31.419712,16:42:34.593292,0007DECB4A,habituation,go,1,1,hit,"['16:42:33.104352', '16:42:33.265083', '16:42:33.425785', '16:42:33.666807', '16:42:33.907522']"
2025-09-17,16:43:08.040467,16:43:12.146952,0007DECB4A,habituation,go,1,1,miss,[]
2025-09-17,16:45:36.055821,16:45:40.081888,0007DECB4A,habituation,go,1,1,miss,[]
2025-09-17,16:47:23.717923,16:47:27.745720,0007DECB4A,habituation,go,1,1,miss,"['16:47:26.522334', '16:47:26.763222', '16:47:27.003880']"
2025-09-17,16:47:34.729007,16:47:38.757360,0007DECB4A,habituation,go,1,1,miss,[]
