date,start time,end time,mouse ID,level,go\no-go,stim index,stim name,score,licks_time
2025-09-28,10:30:41.107163,10:30:45.137567,0007DECB4A,discrimination,go,2,1,miss,['10:30:44.395989']
2025-09-28,10:30:47.617321,10:30:56.825805,0007DECB4A,discrimination,no-go,3,2,fa,"['10:30:49.060919', '10:30:49.301700', '10:30:49.702577', '10:30:49.943360', '10:30:50.264195']"
2025-09-28,10:31:10.692887,10:31:14.801842,0007DECB4A,discrimination,go,2,1,miss,"['10:31:13.417579', '10:31:13.659215', '10:31:14.220303']"
2025-09-28,10:31:16.346463,10:31:20.373098,0007DECB4A,discrimination,no-go,3,2,cr,[]
2025-09-28,10:31:24.403769,10:31:28.431811,0007DECB4A,discrimination,no-go,3,2,cr,[]
2025-09-28,10:31:29.686414,10:31:39.488564,0007DECB4A,discrimination,no-go,3,2,fa,"['10:31:30.811140', '10:31:31.612430', '10:31:31.853210', '10:31:32.494358', '10:31:32.895293']"
2025-09-28,10:31:41.209654,10:31:43.731988,0007DECB4A,discrimination,go,2,1,hit,"['10:31:41.853271', '10:31:42.094029', '10:31:42.494922', '10:31:42.895816', '10:31:43.136542']"
2025-09-28,10:31:57.630678,10:32:01.656242,0007DECB4A,discrimination,no-go,3,2,cr,[]
2025-09-28,10:32:05.170660,10:32:09.197197,0007DECB4A,discrimination,no-go,3,2,cr,[]
2025-09-28,10:32:21.979406,10:32:26.006143,0007DECB4A,discrimination,no-go,3,2,cr,[]
2025-09-28,10:32:30.003749,10:32:34.030553,0007DECB4A,discrimination,go,2,1,miss,[]
2025-09-28,10:32:36.741392,10:32:40.768351,0007DECB4A,discrimination,go,2,1,miss,[]
2025-09-28,10:34:23.296124,10:34:27.322777,0007DECB4A,L1,go,1,7,miss,[]
2025-09-28,10:34:30.705802,10:34:34.736946,0007DECB4A,L1,no-go,2,8,cr,[]
2025-09-28,10:34:36.492439,10:34:40.521975,0007DECB4A,L1,no-go,2,8,cr,[]
2025-09-28,10:34:41.789495,10:34:45.816139,0007DECB4A,L1,go,1,7,miss,[]
2025-09-28,11:05:26.191523,11:05:30.220101,0007DECB4A,L1,go,1,7,miss,"['11:05:29.157634', '11:05:29.398230', '11:05:29.638841']"
2025-09-28,11:05:31.483186,11:05:39.492838,0007DECB4A,L1,no-go,2,8,fa,"['11:05:31.886466', '11:05:32.287246', '11:05:32.527861', '11:05:32.688391', '11:05:32.929026']"
2025-09-28,11:25:24.019243,11:25:28.049334,0007DECB4A,L1,go,1,7,miss,[]
2025-11-16,13:40:13.404282,13:40:17.436677,0007DECB4A,habituation,go,1,1,miss,['13:40:15.974288']
2025-11-16,13:40:33.074878,13:40:36.798934,0007DECB4A,habituation,go,1,1,hit,"['13:40:33.398511', '13:40:33.879580', '13:40:34.281883', '13:40:35.083311', '13:40:36.206118']"
